"NAME","F_CLASS","F_DESIG","LAT","LONG","ADM1","ADM2"
"Yefaji","P","PPL","   9.1833","   5.9500","Niger","Gbako"
"Yedseram","H","STM","  12.2666","  14.1500","Borno","Ngala"
"Yederi","P","PPL","  10.6000","  12.0333","Borno","Biu"
"Yederi","P","PPL","  10.1500","  12.0666","Borno","Shani"
"Yedah","P","PPL","  12.3166","   9.5166","Jigawa","Ringim"
"Yebu","P","PPL","   8.6666","   7.1333","FCT","Kuje"
"Yebi Tamsugua","P","PPL","  13.1500","  13.5666","Borno","Kukawa"
"Yebi Jemi","P","PPL","  13.1166","  13.5833","Borno","Kukawa"
"Yebi Bandi","P","PPL","  13.2333","  13.4833","Borno","Kukawa"
"Yebbi","P","PPL","   8.5833","  11.9666","Adamwara","Ganye"
"Yebel","P","PPL","  11.9000","  12.9833","Borno","Konduga"
"Yebel","P","PPL","  11.7000","  13.4333","Borno","Konduga"
"Yebbi","T","MT","   8.6000","  12.0000","Adamwara","Jada"
"Yebala Hills","T","HLLS","  10.1500","   9.6166","Bauchi","Toro"
"Yebala Hill","T","HLLS","  10.1500","   9.6166","Bauchi","Toro"
"Yeba","P","PPL","  11.9500","  10.7500","Bauchi","Gamawa"
"Ybiri","P","PPL","  11.3500","  14.0666","Borno","Bama"
"Yazza","P","PPL","  10.8833","  13.3166","Borno","Damboa"
"Yazun","P","PPL","   7.3333","   8.6666","Benue","Gboko"
"Yaza","P","PPL","  10.8833","  13.3166","Borno","Damboa"
"Yaye","P","PPL","   6.1333","   4.7500","Ondo","IlajeEseodo"
"Yayari","P","PPL","  11.2500","   9.9666","Jigawa","Gwaram"
"Yaya","P","PPL","  12.6500","   8.6333","Jigawa","Kazaure"
"Yaya","P","PPL","   7.3333","   5.8833","Ondo","Ose"
"Yawu","P","PPL","   8.8666","   5.2333","Kwara","Edu"
"Yawe","P","PPL","  10.6000","  12.2166","Borno","Biu"
"Yawar","P","PPL","  11.4833","   8.5666","Kano","Rano"
"Yawale","P","PPL","  11.3166","  11.2500","Yobe","Fika"
"Yawa Kura","P","PPL","  13.6333","  13.2833","Borno","Mobbar"
"Yawa Fulbe","P","PPL","  10.2666","  13.3333","Adamwara","Mubi"
"Yavun","P","PPL","   8.7166","  11.3333","Taraba","Jalingo"
"Yautare","P","PPL","  10.8833","  10.5833","Bauchi","Darazo"
"Yautabaki","P","PPL","  12.4500","   6.6666","Sokoto","Kaura-Na"
"Yausi","P","PPL","   7.3333","  10.4166","Taraba","Donga"
"Yauri Native Area Number 1","L","RESF","  11.0000","   4.9666","Kebbi","Yauri"
"Yauri Native Area Forest Reserve","L","RESF","  11.0000","   4.9666","Kebbi","Yauri"
"Yauran","P","PPL","  11.4666","   8.0000","Kano","Karaye"
"Yaungo","P","PPL","   9.4500","  12.6500","Adamwara","Song"
"Yaulari","P","PPL","  10.7333","  12.1000","Borno","Biu"
"Yaulari","P","PPL","  10.7166","  12.1833","Borno","Biu"
"Yaulari","P","PPL","  10.5666","  12.4000","Borno","Shani"
"Yau","P","PPL","  13.5500","  13.2333","Borno","Mobbar"
"Yau","T","HLL","  10.3666","  12.6166","Adamwara","Gombi"
"Yau","P","PPL","  10.3666","  12.6000","Adamwara","Gombi"
"Yatsav","P","PPL","   7.3500","   8.7333","Benue","Gboko"
"Yatamgimba","P","PPL","  13.7166","   4.6000","Sokoto","Tangazar"
"Yatamen","P","PPL","   7.3000","   8.6166","Benue","Konshish"
"Yatagimba","P","PPL","  13.7166","   4.6000","Sokoto","Tangazar"
"Yasku","P","PPL","  12.3833","  12.5000","Borno","Kaga"
"Yasisule","P","PPL","   7.9000","   6.7833","Kogi","Kogi"
"Yashiyali","P","PPL","   7.9500","   6.7833","Kogi","Kogi"
"Yashin Tuwo","P","PPL","   8.9166","  10.9333","Taraba","Jalingo"
"Yashi Mission","P","PPL","   9.1833","   8.6333","Kaduna","Jema'a"
"Yashikera","P","PPL","   9.7666","   3.4000","Kwara","Baruten"
"River Yashi","H","STM","   9.8166","  10.5833","Bauchi","Alkaleri"
"Yashi","P","PPL","  12.3666","   7.9166","Katsina","Kankiya"
"Yashi","P","PPL","   9.1833","   8.6333","Kaduna","Jema'a"
"Yashi","P","PPL","   7.0166","   8.7833","Benue","Konshish"
"Yashavoko","P","PPL","   8.9000","  11.7833","Taraba","Zing"
"Yashakashi","P","PPL","   7.8333","  11.6333","Taraba","Gashaka"
"Yasev","P","PPL","   7.2666","   8.6166","Benue","Konshish"
"Yasam","P","PPL","   7.6833","   8.7666","Benue","Gboko"
"Yasam","P","PPL","   7.1333","   8.6000","Benue","Konshish"
"Yasabazi","P","PPL","   8.9833","  11.3666","Taraba","Yorro"
"River Yasa","H","STM","   7.6166","   6.5833","Kogi","Ajaokuta"
"Yaryasa ta Yamma","P","PPL","  11.3333","   8.3166","Kano","Bebeji"
"Yaryasa","P","PPL","  11.0500","   8.6833","Kano","TudunWad"
"Yarwa","P","PPL","  11.4333","  14.1333","Borno","Bama"
"Yaru","H","STM","   8.4666","   4.8833","Kwara","Ifelodun"
"Yartsamiya","P","PPL","  12.1000","   7.2666","Katsina","Kankara"
"Yar Tofa","P","PPL","  12.0833","   8.1333","Kano","Bagwai"
"Yar Samawa","P","PPL","  12.2833","   6.7333","Sokoto","Kaura-Na"
"Yarogye","P","PPL","   7.5666","   8.8833","Benue","Gboko"
"Yarogel","P","PPL","  13.0666","   8.2666","Katsina","Daura"
"Yaro Caro","P","PPL","   7.7000","   8.6500","Benue","Gwer"
"Yaro","P","PPL","  12.9000","  12.1833","Yobe","Geidam"
"Yar Mahanga","P","PPL","  11.2166","   6.3333","Sokoto","Anka"
"Yarma","P","PPL","  11.9833","   4.0000","Kebbi","Bunza"
"Yarma","P","PPL","  11.7833","  11.2666","Yobe","Nangere"
"Yarma","P","PPL","  11.3666","   9.2333","Kano","Takai"
"Yarkwan","P","PPL","   7.1833","   8.9833","Benue","Ushongo"
"Yar Kwabe","P","PPL","  12.2666","   6.7666","Sokoto","Kaura-Na"
"Yar Kurashe","P","PPL","  12.3333","   9.1500","Jigawa","Garki"
"Yarkofoji","P","PPL","  12.6500","   5.9500","Sokoto","Bakura"
"River Yariyasa","H","STM","   9.8000","   7.2500","Niger","Shiroro"
"Yariwa","T","PK","   6.7333","   9.5500","Benue","Kwande"
"Yarima Tongo","P","PPL","   8.2333","  11.3333","Taraba","Bali"
"Yarimar Tukur","P","PPL","  10.4000","  10.4000","Bauchi","Alkaleri"
"Yarimari","P","PPL","  12.1166","  10.6166","Bauchi","Gamawa"
"Yarijo","P","PPL","   7.1500","   8.6166","Benue","Konshish"
"Yari Bori","P","PPL","  11.6500","   7.6000","Katsina","Malumfas"
"Yari","P","PPL","   7.6500","   7.2833","Kogi","Dekina"
"Yari","P","PPL","   7.2833","   8.5166","Benue","Konshish"
"Yargunu","P","PPL","  10.5166","   7.2333","Kaduna","Igabi"
"Yargule","P","PPL","   7.4666","   8.6333","Benue","Gboko"
"Yargora","P","PPL","  11.3833","   8.0500","Kaduna","Ikara"
"Yargidi","P","PPL","  10.5666","  10.0166","Bauchi","Gamjuwa"
"River Yargi","H","STM","  10.4500","   8.8500","Bauchi","Toro"
"Yargeba","P","PPL","  12.1666","   6.9833","Sokoto","Gusau"
"Yar Gaya","P","PPL","  11.8955","   8.6625","Kano","DawakinK"
"Yarfulani","P","PPL","  11.1833","   8.4666","Kano","TudunWad"
"Yarfi","P","PPL","  11.1333","   9.9833","Jigawa","Gwaram"
"Yare","P","PPL","   7.1666","   6.5500","Edo","EtsakoEa"
"Yardaji","P","PPL","  13.0166","   8.5666","Katsina","Zango"
"Yarda","P","PPL","  10.7000","  11.8833","Borno","Biu"
"Yarda","P","PPL","  10.7000","  11.4166","Bauchi","Nafada/B"
"Yarda","P","PPL","  10.4333","  10.5833","Bauchi","Alkaleri"
"Yarchida","P","PPL","  10.9000","  12.7166","Borno","Damboa"
"Yarbun","P","PPL","   9.7166","   8.0666","Kaduna","ZangonKa"
"Yarbum","P","PPL","   9.7166","   8.0666","Kaduna","ZangonKa"
"Yarbulas","P","PPL","  11.0666","  11.2833","Bauchi","Nafada/B"
"Yaran","T","HLL","   7.9833","  11.8333","Adamwara","Ganye"
"Yaran","P","PPL","   9.7333","  12.2666","Adamwara","Song"
"Yaragusa","P","PPL","   6.5500","   9.5833","Benue","Kwande"
"Yaraba","P","PPL","  10.3666","   6.0666","Niger","Rafi"
"Yapar","P","PPL","   8.9000","  12.5666","Adamwara","Fufore"
"Yaongo","P","PPL","   9.4500","  12.6500","Adamwara","Song"
"Yanzughul","P","PPL","   7.1333","   8.6166","Benue","Konshish"
"Yanzaki","P","PPL","  12.5833","   8.4500","Jigawa","Kazaure"
"Yanyang","P","PPL","  12.2500","   9.3000","Jigawa","Ringim"
"Yan Wari","P","PPL","  12.0666","   7.0833","Sokoto","Gusau"
"Yan Uku Hill","T","HLL","  12.3833","   6.0666","Sokoto","Talatar"
"Yan Uku Hill","T","HLL","  12.1000","   6.2333","Sokoto","Anka"
"Yan Turu","P","PPL","  11.8166","   7.9166","Kano","Gwarzo"
"Yan Tumaki","P","PPL","  12.2000","   7.4833","Katsina","Safana"
"Yantauri","P","PPL","  12.0166","   6.8833","Sokoto","Bungudu"
"Yantaura Hill","T","HLL","  11.4833","   6.1666","Sokoto","Anka"
"Yan Tashar","P","PPL","  11.9666","   7.7500","Katsina","Malumfas"
"Yantama","P","PPL","  11.9000","   7.0333","Sokoto","Tsafe"
"Yantama","P","PPL","  10.7666","   8.6000","Kano","TudunWad"
"Yan Talata","P","PPL","  11.7666","   7.6833","Katsina","Malumfas"
"Yantala","P","PPL","  11.5000","   3.9166","Kebbi","Bagudo"
"Yanta","P","PPL","  12.1333","   5.2500","Sokoto","Gummi"
"Yanshuali","P","PPL","   8.8166","  12.0000","Adamwara","Mayo-Bel"
"Yan Rawa","P","PPL","  11.8333","   7.8666","Kano","Gwarzo"
"Yanpu","P","PPL","   9.0000","  11.4333","Taraba","Yorro"
"River Yanpere","H","STM","   9.5500","   5.0666","Niger","Wushishi"
"Yanoko","P","PPL","  11.4500","   7.9166","Kano","Karaye"
"Yanni","P","PPL","  10.0833","  12.2166","Adamwara","Shelleng"
"Yan Molo","P","PPL","  12.7666","   8.8666","Katsina","Zango"
"Yanm Hill","T","HLL","  12.3000","   3.8333","Kebbi","Arewa"
"Yan Mamman","P","PPL","  12.2666","   8.0333","Kano","Tsanyawa"
"Yan Mallamai","P","PPL","  11.9000","   7.1333","Sokoto","Tsafe"
"Yan Malamai","P","PPL","  12.3000","   7.2166","Katsina","Safana"
"Yan Lilo","P","PPL","  12.3333","   7.2833","Katsina","Safana"
"Yankyaar","P","PPL","   7.2333","   8.9833","Benue","Ushongo"
"Yankya","P","PPL","   7.2166","   8.9000","Benue","Ushongo"
"Yankwashe","P","PPL","  12.7500","   8.5333","Jigawa","Kazaure"
"Yankuzo","P","PPL","  11.9500","   7.0666","Sokoto","Tsafe"
"River Yan Kuzau","H","STM","  12.0166","   7.1000","Sokoto","Tsafe"
"Yan Kuzau","P","PPL","  11.9500","   7.0666","Sokoto","Tsafe"
"Yan Kusa","P","PPL","  11.9172","   8.4880","Kano","Kano"
"Yan Kuni","P","PPL","  11.9611","   8.2822","Kano","RiminGad"
"Yankpako","P","PPL","   9.4000","   6.2833","Niger","Bida"
"River Yanko","H","STM","   7.1833","  10.1000","Taraba","Takum"
"Yankiria","P","PPL","  12.7166","   8.6666","Katsina","Zango"
"Yankatsare","P","PPL","  11.8975","   8.6213","Kano","DawakinK"
"Yankari Game Reserve","L","RESW","   9.7500","  10.5000","Bauchi","Alkaleri"
"Yankari","P","PPL","   9.6000","  10.6666","Bauchi","Alkaleri"
"Yankara","P","PPL","  11.7833","   7.0833","Sokoto","Tsafe"
"Yankamaye","P","PPL","  12.3166","   7.9000","Katsina","Kankiya"
"Yankade","P","PPL","   9.4666","   4.6000","Niger","Borgu"
"Yankaa","P","PPL","   7.0666","   8.7000","Benue","Konshish"
"River Yani","H","STM","   9.7500","   7.2000","Niger","Shiroro"
"River Yangzin","H","STM","   7.2333","  10.1333","Taraba","Takum"
"Yangweso","P","PPL","  10.3666","   3.7833","Niger","Borgu"
"Yangwandi","P","PPL","  12.6500","   3.9666","Kebbi","Arewa"
"Yan Guruza","P","PPL","  11.9000","   8.0666","Kano","Kabo"
"Yang Pudoko","P","PPL","   8.9333","  11.5000","Taraba","Yorro"
"Yan Gora","P","PPL","  12.8166","   7.9166","Katsina","Mani"
"Yangoji","P","PPL","   8.7833","   7.0000","FCT","Gwagwala"
"Yango","P","PPL","  12.2833","   6.1000","Sokoto","Talatar"
"River Yangnya","H","STM","   7.2500","  10.1166","Taraba","Takum"
"Yangiri","P","PPL","   9.8666","   4.4833","Niger","Borgu"
"Yangi","P","PPL","   8.1833","   4.3333","Oyo","Ogbomoso"
"Yangedda","P","PPL","   9.5833","   5.6166","Niger","Lavun"
"Yange","P","PPL","   7.4666","   8.7166","Benue","Gboko"
"Yange","P","PPL","   7.4500","   8.7166","Benue","Gboko"
"Yange","P","PPL","   7.4166","   8.6333","Benue","Gboko"
"Yange","P","PPL","   7.1333","   8.8666","Benue","Ushongo"
"Yange","P","PPL","   7.0833","   8.9666","Benue","Ushongo"
"Yangbessu","P","PPL","  10.3666","   3.7833","Niger","Borgu"
"Yangba","P","PPL","   9.8666","   4.4833","Niger","Borgu"
"Yan Gauta","P","PPL","  11.6166","   7.5000","Katsina","Bakori"
"Yangari","H","STM","  10.3166","  11.8500","Borno","Biu"
"Yangamaku","P","PPL","  11.6666","   9.9000","Bauchi","Jama'are"
"Yangal","P","PPL","   9.7500","   8.1333","Kaduna","ZangonKa"
"Yangaiya Forest Reserve","L","RESF","  13.0166","   7.3166","Katsina","Jibia"
"Yangafe","P","PPL","  11.1166","   9.9833","Jigawa","Gwaram"
"Yanga","P","PPL","   9.4166","  11.6000","Adamwara","Numan"
"Yanga","P","PPL","   8.9333","   8.9833","Plateau","Lafia"
"Yang","L","LCTY","  10.0666","  12.2000","Adamwara","Shelleng"
"Yan Fako","P","PPL","  13.3333","   6.6500","Sokoto","SabonBir"
"Yanemi","P","PPL","   7.9833","   6.7500","Kogi","Kotonkar"
"Yanehibi","P","PPL","  12.2333","   7.9000","Kano","Tsanyawa"
"Yan Dutse","P","PPL","  12.1833","   9.2500","Jigawa","Ringim"
"Yan Durai","P","PPL","  11.5000","   7.5833","Katsina","Malumfas"
"Yanduna","P","PPL","  12.8166","   8.6000","Katsina","Zango"
"Yan Duna","P","PPL","  12.1666","   9.6833","Jigawa","Jahun"
"Yan Doton Daji","P","PPL","  12.0833","   6.8833","Sokoto","Bungudu"
"Yando Bayo","P","PPL","  11.5166","  10.7500","Bauchi","Misau"
"Yandiski","P","PPL","  11.7166","  11.1000","Yobe","Nangere"
"Yandev","P","PPL","   7.3666","   9.0500","Benue","Gboko"
"Yande","P","PPL","   7.1500","   8.6833","Benue","Konshish"
"Yande","P","PPL","   7.0166","   8.7833","Benue","Konshish"
"Yande","P","PPL","   6.9000","   9.6166","Benue","Kwande"
"Yan Daura","P","PPL","  11.5000","   7.5833","Katsina","Malumfas"
"Yan Dammo","P","PPL","  12.7166","   9.1666","Jigawa","Sule-Tan"
"Yanda Kulus","P","PPL","  11.4666","  10.7500","Bauchi","Darazo"
"Yan Daki","P","PPL","  13.0666","   7.7000","Katsina","Kaita"
"Yandake","P","PPL","  12.2500","   8.8333","Kano","Gabasawa"
"Yanda Bayo","P","PPL","  11.5166","  10.7500","Bauchi","Misau"
"Yanchibi","P","PPL","  12.2333","   7.9000","Kano","Tsanyawa"
"Yancheri","P","PPL","  10.8000","  12.7166","Borno","Damboa"
"Yanbuki","P","PPL","  12.8000","   6.6500","Sokoto","Zurmi"
"Yanbi Oke","P","PPL","   8.0333","   3.8500","Oyo","Oyo"
"Yanbi","P","PPL","   8.0333","   3.8833","Oyo","Oyo"
"Yanazin","H","STM","   7.2333","  10.1333","Taraba","Takum"
"Yanagho","P","PPL","   5.7333","   5.0833","Delta","WarriNorth"
"Yan","L","LCTY","  10.0666","  12.2000","Adamwara","Shelleng"
"Yam Yam Hill","T","HLL","  10.3500","   9.7833","Bauchi","Bauchi"
"Yamusa","P","PPL","  11.2166","   4.0666","Kebbi","Bagudo"
"Yamusa","P","PPL","   9.0666","   8.2166","Kaduna","Jema'a"
"Yamusa","P","PPL","   6.8666","   9.8666","Taraba","Takum"
"Yamu","P","PPL","  13.5000","   4.3666","Sokoto","Tangazar"
"Yamtar","P","PPL","  10.2000","  12.3500","Adamwara","Gombi"
"Yamtaji","P","PPL","  11.1000","  13.5166","Borno","Gwoza"
"Yamtage","P","PPL","  11.1000","  13.5166","Borno","Gwoza"
"Yamsala","P","PPL","  10.7500","  12.1000","Borno","Biu"
"Yamsa Achilo","P","PPL","   7.0500","  10.0500","Taraba","Takum"
"Yamrat Hill","T","HLL","  10.1500","   9.8500","Bauchi","Bauchi"
"Yamrat","P","PPL","  10.1166","   9.8333","Bauchi","Bauchi"
"Yampina","P","PPL","   8.4500","  11.1500","Taraba","Bali"
"Yammama","P","PPL","  12.7333","   4.3000","Kebbi","Arewa"
"Yammama","P","PPL","  11.8833","   7.6666","Katsina","Malumfas"
"Yamma","P","PPL","  12.7000","  10.5166","Jigawa","KiriKasa"
"Yamma","P","PPL","  12.2500","   8.7833","Kano","Gabasawa"
"Yamma","P","PPL","  11.2666","  11.8333","Yobe","Gujba"
"Yamma","P","PPL","   9.2000","  10.7833","Taraba","Karim-La"
"Yamkusum","T","MT","   8.1166","  11.7500","Adamwara","Ganye"
"Yamintoro","P","PPL","   8.7166","   4.3000","Kwara","Moro"
"Yamini","P","PPL","   8.5166","   9.6666","Plateau","Shendam"
"Yamil","P","PPL","  12.8833","   8.1000","Katsina","Mashi"
"Yami Hill","T","HLL","  13.7333","   5.0166","Sokoto","Tangazar"
"Yam Hill","T","HLL","   9.7000","   9.6000","Bauchi","Tafawa-B"
"Yamesa","P","PPL","   7.3333","  10.1500","Taraba","Takum"
"Yamere","P","PPL","   8.3333","   9.7500","Taraba","Ibi"
"Yamdugu","P","PPL","  12.8666","  10.5500","Yobe","Nguru"
"Yambuki","P","PPL","  12.8000","   6.6500","Sokoto","Zurmi"
"Yamata Hill","T","HLL","  10.8666","   9.8333","Bauchi","Gamjuwa"
"Yamarkumi","P","PPL","  10.6500","  12.1666","Borno","Biu"
"Yamari","P","PPL","  10.7000","  12.1500","Borno","Biu"
"Yamama","P","PPL","  12.7333","   4.3000","Kebbi","Arewa"
"Yamama","P","PPL","  12.3666","   4.2333","Kebbi","BirninKe"
"Yamai","P","PPL","  11.5666","  10.6500","Bauchi","Misau"
"Yamagadu","P","PPL","  10.8000","  12.7166","Borno","Damboa"
"Yamadela","P","PPL","  12.3500","   4.7833","Sokoto","Tambawal"
"Yam","P","PPL","   9.7500","  10.0666","Plateau","Kanam"
"Yalwa ta Arewa","P","PPL","  11.3500","   8.4333","Kano","TudunWad"
"Yalwar Tukur","P","PPL","  11.5500","   9.7666","Jigawa","BirninKu"
"Yalwar Gungume","P","PPL","  10.8666","   9.0666","Bauchi","Ningi"
"Yalwa Bariki","P","PPL","  10.6000","  12.2166","Borno","Biu"
"Yalwa (5)","P","PPL","  11.1666","   8.5166","Kano","TudunWad"
"Yalwa (3)","P","PPL","  11.3166","   8.7000","Kano","TudunWad"
"Yalwa (2)","P","PPL","  11.4833","   8.1833","Kano","Bebeji"
"Yalwa (1)","P","PPL","  11.9480","   8.3105","Kano","RiminGad"
"Yalwa","P","PPL","  11.9480","   8.3105","Kano","RiminGad"
"Yalwa","P","PPL","  11.9000","   9.7833","Jigawa","Kiyawa"
"Yalwa","P","PPL","  11.7833","   9.5666","Jigawa","Kiyawa"
"Yalwa","P","PPL","  11.4833","   8.1833","Kano","Bebeji"
"Yalwa","P","PPL","  11.4833","  10.4333","Bauchi","Misau"
"Yalwa","P","PPL","  11.4666","  10.6833","Bauchi","Misau"
"Yalwa","P","PPL","  11.4000","   8.5166","Kano","Rano"
"Yalwa","P","PPL","  11.3166","   8.7000","Kano","TudunWad"
"Yalwa","P","PPL","  11.3000","   9.8333","Jigawa","Gwaram"
"Yalwa","P","PPL","  11.1666","   8.5166","Kano","TudunWad"
"Yalwa","P","PPL","  10.8833","   7.3333","Kaduna","Giwa"
"Yalwa","P","PPL","  10.8000","   8.7166","Kano","TudunWad"
"Yalwa","P","PPL","  10.5166","  12.2666","Borno","Shani"
"Yalum","P","PPL","   8.8500","  12.7166","Adamwara","Fufore"
"Yalori","P","PPL","  10.8833","  11.7000","Yobe","Gujba"
"Yalo","P","PPL","  12.3333","   9.6333","Jigawa","Gumel"
"Yalo","P","PPL","  10.3500","  12.2000","Borno","Shani"
"Yalo","P","PPL","   9.7500","  10.8666","Bauchi","Alkaleri"
"Yalo","P","PPL","   7.0333","   8.7833","Benue","Konshish"
"Yalkum","P","PPL","   7.2166","  10.6333","Taraba","Sardauna"
"Yali","P","PPL","  10.5333","   9.8500","Bauchi","Gamjuwa"
"Yaleri Kurnawa","P","PPL","  11.6666","  13.4333","Borno","Konduga"
"Yalen","P","PPL","   7.5666","   8.9000","Benue","Buruku"
"Yale Garu","P","PPL","  11.7166","  13.7166","Borno","Konduga"
"Yale","P","PPL","  11.7166","  13.7166","Borno","Konduga"
"Yaldu","P","PPL","  12.7833","   4.2666","Kebbi","Arewa"
"Yalbejam","P","PPL","  11.2500","  10.3833","Bauchi","Misau"
"Yalawa","P","PPL","  12.9500","   9.9333","Yobe","Fika"
"Yalao","P","PPL","  13.3833","   5.2000","Sokoto","Gwadabaw"
"Yalake","P","PPL","   8.4166","  12.1000","Adamwara","Ganye"
"Yala Hill","T","HLL","   8.5666","   3.4500","Oyo","Ifedapo"
"Yakunuji Hill","T","HLL","  13.1500","   6.2333","Sokoto","Isa"
"Yakuniji Hill","T","HLL","  13.1500","   6.2333","Sokoto","Isa"
"Yakundi","P","PPL","   9.3333","   5.4833","Niger","Mokwa"
"Yakunari","P","PPL","  12.8333","   4.8333","Sokoto","Silame"
"Yakubu","P","PPL","  11.3500","   8.3166","Kano","Bebeji"
"Yakubu","P","PPL","  10.3166","   9.8333","Bauchi","Bauchi"
"Yakubu","P","PPL","   8.3333","   3.4000","Oyo","Ifedapo"
"Yakuba","P","PPL","  10.8833","   4.9833","Kebbi","Ngaski"
"Yakuba","P","PPL","   7.2666","  11.6333","Taraba","Gashaka"
"Yakoyo","P","PPL","   8.3333","   4.3500","Oyo","Orire"
"Yakoyo","P","PPL","   8.0666","   4.5166","Oyo","Surulere"
"Yakoyo","P","PPL","   7.5333","   4.4500","Osun","IfeNorth"
"Yakoria","P","PPL","  12.1500","   6.1166","Sokoto","Talatar"
"Yakola","P","PPL","   8.2000","  10.0166","Taraba","Wukari"
"Yakoko","P","PPL","   8.9166","  11.7000","Taraba","Zing"
"Yakoba","P","PPL","  10.3166","   9.8333","Bauchi","Bauchi"
"Yako","P","PPL","  11.6500","   8.1833","Kano","Bebeji"
"Yako","P","PPL","  10.0166","   6.7500","Niger","Shiroro"
"Yakkadaji","P","PPL","  13.3333","   4.3000","Sokoto","Tangazar"
"Yakka","P","PPL","  13.3333","   4.3666","Sokoto","Tangazar"
"Yakka","P","PPL","  13.3333","   4.3000","Sokoto","Tangazar"
"Yakita","P","PPL","   9.9166","   6.1333","Niger","Rafi"
"Yakila","P","PPL","   9.9166","   6.1333","Niger","Rafi"
"Yakid","P","PPL","   6.5166","   5.1500","Ondo","Irele"
"Rafin Yaki","H","STM","  10.8000","   5.3666","Niger","Kontogur"
"Yakeru","P","PPL","   9.0166","   3.1333","Kwara","Baruten"
"Yakedi","P","PPL","   9.4666","   4.6000","Niger","Borgu"
"Yakawada","P","PPL","  11.2666","   7.4000","Kaduna","Giwa"
"Yakase","P","PPL","  11.6166","   9.9166","Bauchi","Jama'are"
"Yakassa","P","PPL","  12.6166","   8.1833","Jigawa","Roni"
"Yakasawa","P","PPL","  12.1000","   9.1666","Jigawa","Ringim"
"Yakasai","P","PPL","  11.0500","   7.8500","Kaduna","Soba"
"Yakanari","P","PPL","  12.8333","   4.8333","Sokoto","Silame"
"Yakaji","P","PPL","  11.3333","   7.6166","Katsina","Bakori"
"River Yakabushi","H","STM","  11.1666","   8.5166","Kano","TudunWad"
"Yaka","P","PPL","  11.7166","   9.7333","Bauchi","Jama'are"
"Yajuao","P","PPL","  11.3833","  12.7166","Borno","Konduga"
"Yajua","P","PPL","  11.3833","  12.7166","Borno","Konduga"
"Yajiwa","P","PPL","  11.3833","  12.7166","Borno","Konduga"
"Yaji","P","PPL","   8.4333","  12.2166","Adamwara","Ganye"
"Yaji","P","PPL","   7.3666","   8.7500","Benue","Gboko"
"Yaji","P","PPL","   7.0833","   8.8833","Benue","Ushongo"
"Yaja","P","PPL","   9.0833","  11.4833","Taraba","Yorro"
"Yaiyero","H","STM","  10.8500","  11.4666","Bauchi","Nafada/B"
"Yaiko","P","PPL","   7.6666","   8.5666","Benue","Makurdi"
"Yaidna","P","PPL","   9.3333","   7.3166","Kaduna","Kachia"
"Yahusa","P","PPL","  11.3666","   7.0500","Katsina","Faskari"
"Yagwola","P","PPL","  10.7833","  12.2166","Borno","Biu"
"Yagwaram","P","PPL","  10.9500","  10.4333","Bauchi","Darazo"
"Yaguru","P","PPL","   9.2666","   7.2333","Niger","Gurara"
"Yaguru","P","PPL","   9.2475","   7.2344","Niger","Gurara"
"Yagebari","P","PPL","  11.7000","  12.3000","Borno","Kaga"
"Yagba Native Area Number 2","L","RESF","   7.9166","   5.8333","Kogi","YagbaEas"
"River Yagba","H","STM","   7.2166","   3.1833","Ogun","AbeokutaNorth"
"Yagawel","P","PPL","  12.3666","   4.7166","Sokoto","Tambawal"
"Yagaba","P","PPL","  12.1666","   6.4333","Sokoto","Bungudu"
"Yaga","P","PPL","  10.5333","  10.1500","Bauchi","Gamjuwa"
"Yaga","P","PPL","   7.4000","   8.6000","Benue","Konshish"
"Yae","P","PPL","   4.7666","   7.4666","Rivers","Khana"
"Yadzeram River","H","STM","  12.2666","  14.1500","Borno","Ngala"
"Yadseram","H","STM","  12.2666","  14.1500","Borno","Ngala"
"Yadna","P","PPL","  10.0000","   6.8833","Niger","Shiroro"
"Yadimari","P","PPL","  11.2000","  13.0333","Borno","Damboa"
"Yadim","P","PPL","   8.9666","  12.4000","Adamwara","Fufore"
"Yadi","P","PPL","  12.2833","   8.8166","Jigawa","Garki"
"Yadel","P","PPL","   8.9833","  12.3666","Adamwara","Fufore"
"Yadas","P","PPL","   8.9333","  12.4166","Adamwara","Fufore"
"Yadan","P","PPL","   9.4500","   6.5666","Niger","Paikoro"
"Yadakwari","P","PPL","  11.7000","   8.4000","Kano","Kura"
"Yada Kunya","P","PPL","  12.0836","   8.6330","Kano","Minjibir"
"Yadai","P","PPL","  10.0166","   8.2666","Kaduna","Kauru"
"Yadafa","P","PPL","  10.2000","  13.2000","Adamwara","Mubi"
"Yachiga","P","PPL","   6.9666","   9.6000","Benue","Kwande"
"Yache","P","PPL","   7.1333","   8.6833","Benue","Konshish"
"Yabri","T","MT","   8.6500","  12.6166","Adamwara","Jada"
"Yabri","P","PPL","   8.6500","  12.6166","Adamwara","Jada"
"Yabrasabo Hill","T","HLL","   9.7000","   9.5166","Bauchi","Tafawa-B"
"Yabo","P","PPL","  12.7166","   5.0166","Sokoto","Yabo"
"Yabo","P","PPL","   8.6333","   7.1666","FCT","Kuje"
"Yabiri","P","PPL","  11.3500","  14.0666","Borno","Bama"
"Yabawa","P","PPL","  12.7166","   5.3000","Sokoto","Bodinga"
"Yabatagi","P","PPL","   9.5333","   6.0500","Niger","Gbako"
"Yabatagi","P","PPL","   9.3166","   6.0333","Niger","Gbako"
