"NAME","F_CLASS","F_DESIG","LAT","LONG","ADM1","ADM2"
"Zamba","P","PPL","   9.8833","  12.2833","Adamwara","Song"
"Zamau","P","PPL","  12.9833","   5.3500","Sokoto","Kware"
"Zamari","P","PPL","  10.7166","  12.1500","Borno","Biu"
"Zaman Lafia","P","PPL","  11.3333","   6.4333","Sokoto","Anka"
"Zamani","P","PPL","  10.4166","  10.4166","Bauchi","Alkaleri"
"Zaman Giru","P","PPL","  12.1500","   6.7833","Sokoto","Bungudu"
"Zaman Gira","P","PPL","  12.1500","   6.7833","Sokoto","Bungudu"
"Zaman Gera","P","PPL","  12.4166","   6.4500","Sokoto","Maradun"
"Zaman Dabo","P","PPL","   9.8666","   8.4666","Kaduna","Kauru"
"Zaman Dabo","P","PPL","   9.7666","   8.4666","Kaduna","ZangonKa"
"Zamanbanza","P","PPL","  11.2666","   6.0166","Kebbi","Sakaba"
"Zaman","P","PPL","  10.3833","  12.0166","Borno","Biu"
"Zaman","P","PPL","   9.7833","   8.5166","Kaduna","Kauru"
"Zamalak","P","PPL","   8.9000","   8.9833","Plateau","Lafia"
"Zama","P","PPL","  10.3500","  12.2333","Borno","Shani"
"Zaltu","P","PPL","  10.4500","  11.9666","Borno","Biu"
"Zallaki","P","PPL","  10.1333","   8.9666","Plateau","Bassa"
"Zall","P","PPL","   9.8333","   9.4666","Bauchi","Tafawa-B"
"Zalau","P","PPL","  10.4000","   9.0166","Bauchi","Toro"
"Zala River","H","STM","  11.0166","  10.1500","Bauchi","Gamjuwa"
"Zalanga","P","PPL","  10.6166","  10.1666","Bauchi","Gamjuwa"
"Zala Kura","P","PPL","  11.4166","  14.1000","Borno","Bama"
"Zakyi","P","PPL","   7.2333","   8.7000","Benue","Gboko"
"Zakwa","P","PPL","  11.8500","   4.1000","Kebbi","Suru"
"Za Kuri","L","LCTY","  10.4500","  13.4833","Adamwara","Mubi"
"Zakum","P","PPL","   9.8500","   8.1500","Kaduna","ZangonKa"
"Zaku","P","PPL","   9.6666","   8.3166","Kaduna","ZangonKa"
"Zakshi","P","PPL","   9.9333","   9.3333","Bauchi","Toro"
"Zakowan","P","PPL","   9.6666","  11.8333","Adamwara","Guyuk"
"Zakka","P","PPL","  12.6500","   7.3500","Katsina","Safana"
"Zakka","P","PPL","  10.7333","  10.3666","Bauchi","Gamjuwa"
"Zakirai","P","PPL","  12.1000","   8.8833","Kano","Gabasawa"
"Zaki Biyem","P","PPL","   7.5166","   9.6166","Benue","Ukum"
"Zakibiam","P","PPL","   7.1666","  10.1666","Taraba","Takum"
"Zaki Biam","P","PPL","   7.5166","   9.6166","Benue","Ukum"
"Zaki","P","PPL","   7.2166","   8.6833","Benue","Gboko"
"Zakau","P","PPL","  11.4000","   8.4333","Kano","Rano"
"Zakari","P","PPL","  10.3500","   8.6833","Kaduna","Lere"
"Zakara","P","PPL","  10.9166","   9.6000","Bauchi","Ningi"
"Zakakulu","P","PPL","  10.6333","   4.5833","Niger","Agwara"
"Zakajiki","P","PPL","  12.4333","   6.4500","Sokoto","Maradun"
"Zakagi","P","PPL","   8.9166","   5.8500","Niger","Lavun"
"Zaka","P","PPL","  10.7333","  10.3666","Bauchi","Gamjuwa"
"Zaji","P","PPL","   9.8666","   4.4666","Niger","Borgu"
"Zaji","P","PPL","   9.8500","   4.5166","Niger","Borgu"
"Zaje","H","STM","  12.1500","   6.1333","Sokoto","Talatar"
"Zaje","P","PPL","   9.7000","   3.9000","Kwara","Kaiama"
"Zaje","P","PPL","   9.3666","   6.5000","Niger","Paikoro"
"Zaiki","P","PPL","   8.9333","   6.3000","Niger","Bida"
"Zahara","P","PPL","  10.1500","  12.5166","Adamwara","Gombi"
"Zagun","P","PPL","   9.9666","   8.7000","Plateau","Bassa"
"Zagu","T","HLL","  10.9500","  12.0833","Borno","Biu"
"Zago","P","PPL","  12.0666","  10.0166","Jigawa","KafinHau"
"Zago","P","PPL","   8.7000","   6.4166","Niger","Agaie"
"Zagina","P","PPL","  10.8666","   7.6500","Kaduna","Igabi"
"Zagi","P","PPL","   7.9833","   6.9333","Kogi","Kogi"
"Zagga","P","PPL","  11.5666","   4.1166","Kebbi","Bagudo"
"Zagezagi","P","PPL","  11.6166","   7.5500","Katsina","Malumfas"
"Zage River","H","STM","  12.8333","   4.9500","Sokoto","Yabo"
"Zagara","P","PPL","  11.3166","  13.7166","Borno","Bama"
"Zagani","P","PPL","  11.8000","  11.1500","Yobe","Nangere"
"Zagana","P","PPL","   7.9333","   6.9666","Kogi","Kogi"
"Zagami","P","PPL","  11.7500","   7.0833","Katsina","Faskari"
"Zagam","P","PPL","  11.7000","  11.2500","Yobe","Nangere"
"Zagala","P","PPL","  10.3333","  12.9166","Adamwara","Hong"
"Zagaina","P","PPL","  10.8500","  11.3833","Bauchi","Nafada/B"
"Zagaina","P","PPL","  10.4666","  10.5333","Bauchi","Alkaleri"
"Zagabutu","P","PPL","   8.5166","   7.2333","FCT","Kuje"
"Zagabuta","P","PPL","   8.5166","   7.2333","FCT","Kuje"
"Zagabo","P","PPL","  12.8500","   4.3000","Kebbi","Arewa"
"River Zaga","H","STM","   7.7500","  10.4166","Taraba","Donga"
"Zaga","P","PPL","  12.4833","  13.8166","Borno","Monguno"
"Zaga","P","PPL","  11.5666","   4.1166","Kebbi","Bagudo"
"Zaga","P","PPL","   7.6833","  10.4666","Taraba","Bali"
"Zadawa Yama","P","PPL","  10.6500","  12.9000","Borno","Askira/U"
"Zadawa Gabas","P","PPL","  10.6500","  12.9166","Borno","Askira/U"
"Zadawa","P","PPL","  11.4500","  10.3666","Bauchi","Misau"
"Zadawa","P","PPL","  11.3333","  11.1166","Yobe","Fika"
"Zadawa","P","PPL","  10.8833","  11.3833","Bauchi","Nafada/B"
"Zac Zawan","P","PPL","   9.4166","   8.5500","Kaduna","Jema'a"
"Zabulum","P","PPL","  13.5333","  13.1000","",""
"Zabulum","P","PPL","  13.5166","  13.1000","Borno","Mobbar"
"Zabu Duri","T","MT","   7.6666","  11.5500","Taraba","Gashaka"
"Zabu","P","PPL","  10.4833","  12.2666","Borno","Shani"
"Zabu","P","PPL","  10.4333","  12.3833","Borno","Shani"
"Zabin Zaria","P","PPL","  11.1500","   7.7333","Kaduna","Makarfi"
"Zabi","P","PPL","  11.5000","  10.2833","Bauchi","Shira"
"Zabehidna","P","PPL","   9.3833","   7.2333","Niger","Gurara"
"Zabdo","P","PPL","  12.8000","   4.7000","Kebbi","Argungu"
"Zabamawa","P","PPL","  12.8500","   4.5000","Kebbi","Argungu"
"Zabamawa","P","PPL","  12.6166","   4.4666","Kebbi","Argungu"
"Zabam","P","PPL","   9.5833","  12.3166","Adamwara","Song"
"Zabadam Musari","P","PPL","  12.5166","  12.3500","Yobe","Geidam"
"Zabadam","P","PPL","  12.7000","  10.8333","Yobe","Bade"
"Zaba","P","PPL","  11.5000","  10.2833","Bauchi","Shira"
"Zaar","P","PPL","   8.3333","   8.9833","Plateau","Lafia"
"River Zaagile","H","STM","   7.1000","   8.8000","Benue","Ushongo"
"Ywel","P","PPL","   7.4666","   8.7166","Benue","Gboko"
"Ywanbe","P","PPL","   7.4166","   8.7333","Benue","Gboko"
"Ywan","P","PPL","   7.0666","   8.8333","Benue","Ushongo"
"Yuwo","P","PPL","  13.4500","  13.2166","Borno","Mobbar"
"Yuware","H","STM","   7.9666","  12.0666","Adamwara","Ganye"
"Yutiage","P","PPL","   8.4166","   9.7000","Plateau","Shendam"
"Yusufari","P","PPL","  13.0666","  11.1666","Yobe","Yusufari"
"Yushewe","P","PPL","   7.8833","   8.8500","Benue","Guma"
"Yusa Habe","P","PPL","   9.1666","  11.4666","Taraba","Lau"
"Yusa","P","PPL","   9.2166","  11.4500","Taraba","Lau"
"Yure","H","STM","  10.5333","  11.3000","Bauchi","Gombe"
"Yurakwati","P","PPL","   7.2833","  10.1833","Taraba","Takum"
"Yupe","P","PPL","   8.6666","  12.6500","Adamwara","Jada"
"Yunu","P","PPL","  10.4500","   4.4666","Niger","Borgu"
"Yunu","P","PPL","  10.4333","   4.4666","Niger","Borgu"
"Yunmu","P","PPL","  10.4500","   4.4666","Niger","Borgu"
"Yunkussum","P","PPL","   8.4000","  11.4500","Taraba","Bali"
"River Yunko","H","STM","   9.2333","   5.2166","Niger","Mokwa"
"Yungu Hill","T","HLL","  10.9333","   5.2000","Niger","Rijau"
"Yungu","P","PPL","  10.9333","   5.2166","Niger","Rijau"
"Yumoa","P","PPL","   8.3166","   7.0666","Plateau","Nasarawa"
"Yumga","P","PPL","   7.4000","  10.0166","Taraba","Takum"
"Yumbu","P","PPL","  10.3833","  11.8333","Borno","Biu"
"Yumalu","P","PPL","   7.1000","   8.6000","Benue","Konshish"
"Mayo Yum","H","STM","   7.4666","  11.4500","Taraba","Gashaka"
"Yuli Hill","T","HLL","   9.7000","  10.2833","Bauchi","Alkaleri"
"River Yuli","H","STM","   9.6500","  10.5000","Bauchi","Alkaleri"
"River Yuli","H","STM","   7.8333","  11.3000","Taraba","Gashaka"
"Yuli","P","PPL","  10.5333","   9.8500","Bauchi","Gamjuwa"
"Yuli","P","PPL","   9.4000","  10.2500","Plateau","Wase"
"Yuli","P","PPL","   9.7000","  10.2833","Bauchi","Alkaleri"
"Yukwa","P","PPL","   8.8500","  11.7333","Taraba","Zing"
"Yuko Tsachia","P","PPL","   7.9666","   8.7833","Benue","Guma"
"Yugbu","P","PPL","   7.7000","   8.6833","Benue","Gwer"
"Yubunga","P","PPL","  11.2500","  10.5833","Bauchi","Darazo"
"Yuba","P","PPL","  11.2666","   8.7166","Kano","TudunWad"
"Yuan","P","PPL","   7.1833","   8.5666","Benue","Konshish"
"Yua","P","PPL","   7.0666","   8.8166","Benue","Konshish"
"Yoyo","P","PPL","  12.7333","  13.6666","Borno","Kukawa"
"Yoyo","P","PPL","   7.1166","   8.5333","Benue","Konshish"
"Yowa","P","PPL","  13.6333","  13.2833","Borno","Mobbar"
"Youro","P","PPL","   8.6666","  12.1833","Adamwara","Jada"
"Youro","P","PPL","   8.6166","  12.1333","Adamwara","Jada"
"Youoye","P","PPL","   7.5500","   2.7500","Ogun","EgbadoNorth"
"Youngu","P","PPL","   7.8333","   8.5166","Benue","Makurdi"
"Young Town","P","PPL","   5.9000","   5.2833","Delta","WarriNorth"
"Young Town","P","PPL","   4.4494","   6.9894","Rivers","Degema"
"Yough","P","PPL","   7.1666","   8.9333","Benue","Ushongo"
"Yough","P","PPL","   7.1500","   8.6333","Benue","Konshish"
"Yough","P","PPL","   7.0333","   8.9333","Benue","Vandeiky"
"Yoruba Upland","T","PLAT","   8.0000","   4.5000","Oyo","Surulere"
"Plateau of Yorubaland","T","PLAT","   8.0000","   4.5000","Oyo","Surulere"
"Yoruba Island","T","ISL","   5.9666","   5.5833","Delta","EthiopeW"
"Yorro","T","MT","   8.7500","  11.6166","Taraba","Yorro"
"Yorro","P","PPL","   8.8833","  11.5500","Taraba","Yorro"
"Yorro","P","PPL","   8.7166","  11.6166","Taraba","Yorro"
"Yoro Sidi","P","PPL","   8.1666","  10.3500","Taraba","Bali"
"Yorokpuu","P","PPL","   7.2333","   8.5166","Benue","Konshish"
"Yoribori","P","PPL","  11.6500","   7.6000","Katsina","Malumfas"
"Yor","P","PPL","   7.9833","   8.7166","Benue","Guma"
"Yopeara","P","PPL","   6.4333","   5.0833","Ondo","Irele"
"Yoon","P","PPL","   6.7666","   9.5000","Benue","Kwande"
"Yoolari","P","PPL","  10.1500","  12.0166","Borno","Shani"
"Yonko","P","PPL","   8.9833","  11.8166","Adamwara","Mayo-Bel"
"Yongu","P","PPL","   7.5000","  10.0333","Taraba","Takum"
"Yongu","P","PPL","   7.4500","  10.0333","Taraba","Takum"
"Yongu","P","PPL","   7.1000","   8.6500","Benue","Konshish"
"Yongu","P","PPL","   7.0666","   8.9500","Benue","Ushongo"
"Yongokor","P","PPL","   7.3166","   8.6666","Benue","Gboko"
"Yongo","P","PPL","   7.0666","   8.7333","Benue","Konshish"
"Yongo","P","PPL","   6.7333","   9.6000","Benue","Kwande"
"Yomo","P","PPL","   8.4666","   4.3166","Kwara","Asa"
"Yombe Beri","P","PPL","   4.6833","   7.4333","Rivers","Khana"
"Yoll","P","PPL","  10.0833","  10.3166","Bauchi","Alkaleri"
"Yoliyol","P","PPL","  10.0833","  11.1166","Bauchi","Akko"
"Yoliyal","P","PPL","  10.0833","  11.1166","Bauchi","Akko"
"Yolil","P","PPL","  10.8000","  10.6000","Bauchi","Dukku"
"Yolian","P","PPL","   9.9666","  12.0833","Adamwara","Shelleng"
"Yoli","P","PPL","  10.2333","  10.0166","Bauchi","Bauchi"
"Yole Magorawa","P","PPL","  12.4333","   4.6166","Kebbi","BirninKe"
"Yole Birni","P","PPL","  12.4166","   4.6000","Kebbi","BirninKe"
"Yole","P","PPL","  12.4166","   4.6000","Kebbi","BirninKe"
"Yole","P","PPL","  12.4000","   5.0000","Sokoto","Tambawal"
"Yole","P","PPL","  10.8833","  10.6666","Bauchi","Dukku"
"Yolde Pate","P","PPL","   9.2000","  12.4500","Adamwara","Yola"
"Yolde Mbole","P","PPL","   8.8833","  12.1166","Adamwara","Mayo-Bel"
"Yolde","P","PPL","   9.7166","  11.7666","Bauchi","Balanga"
"Yolde","P","PPL","   9.5333","  12.7500","Adamwara","Fufore"
"Yola Mbodewa","P","PPL","   8.4833","  10.5666","Taraba","Bali"
"Yola Kohu","P","PPL","  10.0166","  13.0833","Adamwara","Song"
"Yola Kariyo","P","PPL","   9.4166","   8.2000","Kaduna","Jema'a"
"Yola Kareje","P","PPL","   8.4000","  10.6000","Taraba","Bali"
"Yola Fufanga","P","PPL","  10.0666","  12.0500","Borno","Shani"
"Yola Bodewa","P","PPL","   8.4833","  10.5666","Taraba","Bali"
"Yola Aori","P","PPL","  12.7666","   4.6333","Kebbi","Argungu"
"Yola","P","PPL","  12.8166","   4.5333","Kebbi","Argungu"
"Yola","P","PPL","  12.6000","   4.8833","Sokoto","Tambawal"
"Yola","P","PPL","  12.1333","   3.9833","Kebbi","Bunza"
"Yola","P","PPL","  11.6666","   7.9833","Kano","Karaye"
"Yola","P","PPL","  10.7833","  10.7833","Bauchi","Dukku"
"Yola","P","PPL","  10.6000","   7.2166","Kaduna","Chikun"
"Yola","P","PPL","  10.3833","  12.8666","Adamwara","Hong"
"Yola","P","PPL","  10.3833","  12.2833","Borno","Shani"
"Yola","P","PPL","   9.2000","  12.4833","Adamwara","Yola"
"Yola","P","PPL","   9.1500","  10.0000","Plateau","Wase"
"Yoku","P","PPL","   7.4000","  10.2166","Taraba","Donga"
"Yokri Sobo","P","PPL","   5.4500","   5.2666","Delta","Burutu"
"Yokri Egbe","P","PPL","   5.4333","   5.2833","Delta","Burutu"
"Yoki Village","P","PPL","   5.4500","   5.2666","Delta","Burutu"
"Yohwi","P","PPL","  10.6000","  12.2166","Borno","Biu"
"Yogon","P","PPL","   7.1666","   3.1500","Ogun","AbeokutaNorth"
"Yogbo","P","PPL","   8.0000","   8.4500","Benue","Guma"
"Yofo","P","PPL","   9.0500","  12.0333","Adamwara","Mayo-Bel"
"Yofa","P","PPL","   7.8333","  10.6000","Taraba","Bali"
"Yobumay","P","PPL","   7.3333","  10.2333","Taraba","Takum"
"Yobo","P","PPL","  11.0833","   5.7333","Kebbi","Sakaba"
"Yobo","P","PPL","   6.9166","   3.1166","Ogun","Ifo"
"Yobi River","H","STM","  13.7000","  13.3333","",""
"River Yobe","H","STM","  13.7000","  13.3333","",""
"River Yo","H","STM","  13.7000","  13.3333","",""
"Yo","P","PPL","  13.5500","  13.2333","Borno","Mobbar"
"Yiyar","P","PPL","  11.0000","  11.4000","Bauchi","Nafada/B"
"Yiyakka","P","PPL","  10.5666","   8.7666","Kano","TudunWad"
"Yiwamba","P","PPL","   7.8666","  10.0666","Taraba","Wukari"
"Yiwa","P","PPL","   7.1333","   8.5166","Benue","Konshish"
"Yisa","P","PPL","   7.3833","   3.6000","Ogun","Odeda"
"Yirum","P","PPL","   6.9333","  11.3166","Taraba","Sardauna"
"Yirinyamun","P","PPL","   8.3666","  11.4000","Taraba","Bali"
"Yirimawa","P","PPL","  13.5000","   5.9000","Sokoto","Goronyo"
"River Yira Teku","H","STM","   7.2666","  10.1333","Taraba","Takum"
"Yira Teku","P","PPL","   7.2833","  10.1166","Taraba","Takum"
"Yior","P","PPL","   7.4166","   8.6500","Benue","Gboko"
"Yiononge","P","PPL","   7.2000","   8.5166","Benue","Konshish"
"Yinmi Market","P","PPL","   7.1833","   4.4833","Osun","IfeSouth"
"Yinmi","P","PPL","   7.1666","   4.4833","Osun","IfeSouth"
"Yinku","P","PPL","   5.6833","   7.1500","Imo","IsialaMb"
"Yinda","P","PPL","  10.9000","  10.2000","Bauchi","Gamjuwa"
"River Yina","H","STM","   9.7500","   7.2000","Niger","Shiroro"
"Yina","P","PPL","   7.1666","   8.6166","Benue","Konshish"
"Yimurmunza","P","PPL","  10.7833","  12.9833","Borno","Damboa"
"Yimti","T","HLL","  10.3500","  12.3500","Borno","Shani"
"Yim Riviere","H","STM","   7.8000","  11.4666","Taraba","Gashaka"
"Yimirshika","P","PPL","  10.5333","  12.2333","Borno","Biu"
"Lake Yimirdiva","H","LK","  10.3833","  12.5500","Borno","Shani"
"Yimirdallen","P","PPL","  10.3833","  11.8500","Borno","Biu"
"Yimilarin Bula Wofi Gana","P","PPL","  10.6166","  12.9833","Borno","Askira/U"
"Yimilarin Bula Mute Gana","P","PPL","  10.6166","  13.0000","Borno","Askira/U"
"Yimidallan","P","PPL","  10.3833","  11.8500","Borno","Biu"
"Yimbura Hill","T","HLL","  10.9666","  10.2333","Bauchi","Gamjuwa"
"Yimbu","P","PPL","  12.2333","   8.7833","Kano","Gabasawa"
"Yimana","P","PPL","  10.4666","  12.3833","Borno","Shani"
"Mayo Yim","H","STM","   7.8000","  11.4666","Taraba","Gashaka"
"Yiko","P","PPL","   9.2333","   5.4666","Niger","Mokwa"
"Yikangi","P","PPL","   9.4000","   6.1000","Niger","Gbako"
"Yikagi","P","PPL","   9.5166","   6.1500","Niger","Gbako"
"Yidi Ndiyam","P","PPL","   8.6000","  12.2166","Adamwara","Jada"
"Yidna","P","PPL","   9.3833","   6.6500","Niger","Paikoro"
"Yida","P","PPL","   9.3833","   6.6500","Niger","Paikoro"
"Yibango","P","PPL","   8.9666","  12.3666","Adamwara","Fufore"
"Yiatse","P","PPL","   7.2333","   8.6166","Benue","Konshish"
"Yeye","P","PPL","   7.3666","   2.7666","Ogun","EgbadoNorth"
"Yeye","P","PPL","   5.3833","   5.4333","Delta","Burutu"
"Yewuni","P","PPL","   8.5000","   6.8333","FCT","Abaji"
"Yewu","P","PPL","   8.5666","   7.0166","FCT","Gwagwala"
"Yewe","P","PPL","   7.4666","   8.6833","Benue","Gboko"
"Yewazo Hill","T","HLL","  11.0166","  10.0000","Jigawa","Gwaram"
"Yewa Mata","P","PPL","   6.9500","   2.9166","Ogun","EgbadoNorth"
"Yewa","H","STM","   6.4333","   2.8500","Lagos","Badagary"
"River Yewa","H","STM","   6.4333","   2.8500","Lagos","Badagary"
"Yeulari","P","PPL","  10.3500","  12.0833","Borno","Shani"
"Yeud","H","STM","   9.6833","  11.0000","Bauchi","Billiri"
"Yeti","P","PPL","   9.4166","   5.4166","Niger","Mokwa"
"Yesufu","P","PPL","   7.3666","   3.0833","Ogun","AbeokutaNorth"
"Yessawa","P","PPL","  12.8666","   9.7666","Yobe","Fika"
"River Yesolu","H","STM","   7.0500","   3.7166","Ogun","Shagamu"
"Yesola","H","STM","   7.0500","   3.7166","Ogun","Shagamu"
"River Yesholu","H","STM","   7.0500","   3.7166","Ogun","Shagamu"
"Yerwa","P","PPL","  11.8500","  13.1666","Borno","Maidugur"
"Yerwa","P","PPL","  11.2166","  12.8833","Borno","Damboa"
"Yerwa","P","PPL","   8.4000","   7.1666","Plateau","Nasarawa"
"Yersaura","P","PPL","  11.3333","   6.3833","Sokoto","Anka"
"Yeri-Yeri Kudo","H","STM","   8.7333","   3.0666","Oyo","Ifedapo"
"River Yeri Yeri","H","STM","   8.7333","   3.0666","Oyo","Ifedapo"
"Yerimawa","P","PPL","  13.5000","   5.9000","Sokoto","Goronyo"
"Yerimaru","P","PPL","   6.8000","  11.0500","Taraba","Sardauna"
"Yerimari Kura","P","PPL","  11.4500","  13.6833","Borno","Bama"
"Yerimari Gana","P","PPL","  11.4333","  13.6666","Borno","Bama"
"Yerimari","P","PPL","  11.5000","  10.0000","Bauchi","Shira"
"Yerima Njelu","P","PPL","  11.3833","  11.4333","Yobe","Fune"
"Yerima Killa","P","PPL","   8.7333","  11.3666","Taraba","Jalingo"
"Yerima Jira","P","PPL","   8.3166","  11.0333","Taraba","Bali"
"Yerima Iya","P","PPL","   7.3666","  11.4833","Taraba","Gashaka"
"Yerima Baya","P","PPL","   7.9000","  10.4166","Taraba","Bali"
"Yerima","P","PPL","   7.0333","  11.3833","Taraba","Sardauna"
"Yerfata Hills","T","HLLS","  10.6000","  10.1833","Bauchi","Gamjuwa"
"Yerewata","P","PPL","   8.1666","   8.6000","Plateau","Awe"
"Yeregi","P","PPL","   8.7500","   4.4833","Kwara","Moro"
"Yerda","P","PPL","  12.0000","  10.0166","Jigawa","KafinHau"
"Yerda","P","PPL","  11.4666","  11.1166","Yobe","Fika"
